Point_1
step		t		θr		x		y
		(s)		(°)		(m)		(m)
1.060000000E2	3.536902000E0	2.650769918E1	2.170782122E2	1.082676279E2
1.070000000E2	3.570269000E0	2.577970440E1	2.186484873E2	1.056032744E2
1.080000000E2	3.603636000E0	2.492242981E1	2.203913854E2	1.024071616E2
1.090000000E2	3.637003000E0	2.374590032E1	2.222999610E2	9.779533865E1
1.100000000E2	3.670370000E0	2.211900343E1	2.249018066E2	9.141005825E1
1.110000000E2	3.703737000E0	2.018956934E1	2.278475089E2	8.378446885E1
1.120000000E2	3.737104000E0	1.797226503E1	2.309602778E2	7.491995953E1
1.130000000E2	3.770471000E0	1.531298622E1	2.347663167E2	6.428199271E1
1.140000000E2	3.803838000E0	1.263580339E1	2.369770772E2	5.312615711E1
1.150000000E2	3.837205000E0	9.792149805E0	2.400676211E2	4.143300582E1
1.160000000E2	3.870572000E0	6.721970368E0	2.419109108E2	2.851204711E1
1.170000000E2	3.903939000E0	3.425538632E0	2.428619154E2	1.453729300E1
1.180000000E2	3.937306000E0	-7.498940634E-2	2.434523944E2	-3.186336081E-1
1.190000000E2	3.970673000E0	-3.122164952E0	2.422902520E2	-1.321597821E1
1.200000000E2	4.004040000E0	-6.089508165E0	2.414844679E2	-2.576252069E1
1.210000000E2	4.037407000E0	-9.192472423E0	2.399673561E2	-3.883387729E1
1.220000000E2	4.070774000E0	-1.205424693E1	2.372224369E2	-5.065797957E1
1.230000000E2	4.104141000E0	-1.482985234E1	2.346570860E2	-6.212989067E1
1.240000000E2	4.137508000E0	-1.720868887E1	2.319288356E2	-7.183251147E1
1.250000000E2	4.170875000E0	-1.941130577E1	2.293829315E2	-8.082936085E1
1.260000000E2	4.204242000E0	-2.140592080E1	2.261234597E2	-8.864377171E1
1.270000000E2	4.237609000E0	-2.292757202E1	2.239090638E2	-9.470989400E1
1.280000000E2	4.270976000E0	-2.432349297E1	2.212839067E2	-1.000227657E2
1.290000000E2	4.304343000E0	-2.511445196E1	2.197603823E2	-1.030108878E2
1.300000000E2	4.337710000E0	-2.560144887E1	2.193273600E2	-1.050908831E2
1.310000000E2	4.371077000E0	-2.567778145E1	2.187433899E2	-1.051696307E2
1.320000000E2	4.404444000E0	-2.518592238E1	2.197577634E2	-1.033442108E2
1.330000000E2	4.437811000E0	-2.455303356E1	2.209433815E2	-1.009367851E2
